rank,app_id,app_name,artist_name,url,artwork,date,country,feed,genre_id,genre_name
25,1287282214,Call of Duty®: Mobile,"Activision Publishing, Inc.",https://apps.apple.com/us/app/call-of-duty-mobile/id1287282214?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/62/09/3c/62093c33-07fa-9c35-084e-81f717e1b16f/AppIcon-0-0-1x_U007emarketing-0-10-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
26,6475757306,Disney Solitaire,SuperPlay,https://apps.apple.com/us/app/disney-solitaire/id6475757306?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/86/76/5f/86765fea-b7f7-dcd0-6446-0dd01ca74367/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
27,664575829,Fishdom,Playrix,https://apps.apple.com/us/app/fishdom/id664575829?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/41/05/aa/4105aaef-9b9c-0ad8-61e0-ad889eccd998/AppIcon-0-0-1x_U007emarketing-0-7-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
28,1274132545,Total Battle: War Strategy,Scorewarrior,https://apps.apple.com/us/app/total-battle-war-strategy/id1274132545?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/b8/90/17/b8901731-ae0f-52d4-f461-da14d23cd7e5/crowd_multipliers_v6-0-0-1x_U007emarketing-0-5-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
29,6499209744,Magic Sort!,Grand Games A.Ş.,https://apps.apple.com/us/app/magic-sort/id6499209744?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/61/df/dc/61dfdca9-6c81-db86-1756-5b63b642a0a8/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
30,852912420,Summoners War,Com2uS Corp.,https://apps.apple.com/us/app/summoners-war/id852912420?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c8/fc/a5/c8fca5d1-b667-5b1b-185d-c1e38ab9c74e/AppIcon-0-0-1x_U007emarketing-0-11-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
31,1094930513,EA SPORTS FC Soccer Mobile 26,Electronic Arts,https://apps.apple.com/us/app/ea-sports-fc-soccer-mobile-26/id1094930513?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/07/c5/4e/07c54e36-942e-ccbf-0bf7-c125f1261d42/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
32,307569751,NYT Games: Wordle & Crossword,The New York Times Company,https://apps.apple.com/us/app/nyt-games-wordle-crossword/id307569751?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/6f/c6/d8/6fc6d80b-80f1-e130-f877-ddf0de04652a/Release-0-0-1x_U007epad-0-1-0-sRGB-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
33,6503284107,All in Hole: Black Hole Games,HOMA GAMES,https://apps.apple.com/us/app/all-in-hole-black-hole-games/id6503284107?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/76/cf/2d/76cf2d8f-2431-e9fc-bda5-bc21d3109fe9/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
34,6670441558,Dark War:Survival,Omnilojo Pte Ltd,https://apps.apple.com/us/app/dark-war-survival/id6670441558?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/a0/8d/09/a08d095e-d8c3-607b-1abf-a3d96d0e1854/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
35,529479190,Clash of Clans,Supercell,https://apps.apple.com/us/app/clash-of-clans/id529479190?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/18/df/4b/18df4b8f-0fd8-48f7-c061-d4190ddf6231/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
36,1243005112,Lightning Link Casino Slots,Product Madness,https://apps.apple.com/us/app/lightning-link-casino-slots/id1243005112?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/41/35/e2/4135e218-2625-fb83-8a59-aecab803947d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
37,6740043080,Screwdom,Zego Global Pte Ltd,https://apps.apple.com/us/app/screwdom/id6740043080?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/a2/0f/e9/a20fe92f-96c7-013e-9f94-389245518263/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
38,1123582513,Cashman Casino Slots Games,Product Madness,https://apps.apple.com/us/app/cashman-casino-slots-games/id1123582513?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/f6/18/6c/f6186c9a-5e18-9990-bf9f-530c1c328262/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
39,850417475,Candy Crush Soda Saga,King,https://apps.apple.com/us/app/candy-crush-soda-saga/id850417475?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/e9/fc/cd/e9fccd91-a460-201a-20de-6743da8db590/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
40,1521236603,Travel Town - Merge Adventure,Moon Active,https://apps.apple.com/us/app/travel-town-merge-adventure/id1521236603?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/47/97/29/479729c4-a2ef-3587-4346-a53c4e4fd4fb/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
41,6618142292,Flambé®: Merge and Cook,Microfun Limited,https://apps.apple.com/us/app/flamb%C3%A9-merge-and-cook/id6618142292?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/82/50/d2/8250d24f-8042-b152-706f-caa35fcf24a8/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
42,1053012308,Clash Royale,Supercell,https://apps.apple.com/us/app/clash-royale/id1053012308?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/7c/27/fd/7c27fdce-9dcb-61e8-1f32-792627d2afd9/AppIcon-0-0-1x_U007emarketing-0-7-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
43,6504332779,Color Block Jam,Rollic Games,https://apps.apple.com/us/app/color-block-jam/id6504332779?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/8e/55/86/8e55860d-453a-1daa-04c3-4238a270aa2a/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
44,6748950306,Solitaire Associations Journey,Hitapps Games LTD,https://apps.apple.com/us/app/solitaire-associations-journey/id6748950306?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/40/a7/d8/40a7d82f-e64f-e659-2616-19712300466a/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
45,1376515087,Age of Origins:Tower Defense,"Hong Kong Ke Mo software Co., Limited",https://apps.apple.com/us/app/age-of-origins-tower-defense/id1376515087?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/2c/a4/7c/2ca47cc0-995c-4e21-8fe6-3984c688c5a8/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
46,6755183085,Yarn Loop: Knit Puzzle,Combo Games,https://apps.apple.com/us/app/yarn-loop-knit-puzzle/id6755183085?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/f0/0b/5d/f00b5df3-2e9a-ab21-64eb-de28c9776532/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
47,945621521,Quick Hit Casino - Vegas Slots,Appchi Media Ltd,https://apps.apple.com/us/app/quick-hit-casino-vegas-slots/id945621521?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/ac/84/65/ac8465d2-6770-41a8-7110-067f92e45d4d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
48,951627425,DRAGON BALL Z DOKKAN BATTLE,Bandai Namco Entertainment Inc.,https://apps.apple.com/us/app/dragon-ball-z-dokkan-battle/id951627425?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/61/cf/64/61cf64e9-a5cf-590e-a572-ce4b959643a7/AppIcon-1x_U007emarketing-0-11-0-85-220-0.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
49,6754558455,Marble Sort!,Voodoo,https://apps.apple.com/us/app/marble-sort/id6754558455?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/e1/4d/48/e14d4886-61ab-9bbb-d6b7-0bf05cbfc9ac/AppIcon-0-0-1x_U007emarketing-0-6-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
50,896112560,Marvel Contest of Champions,"Kabam Games, Inc.",https://apps.apple.com/us/app/marvel-contest-of-champions/id896112560?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/31/e7/1b/31e71bd2-0aa0-2f8b-faf1-95b8eda2075e/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,6014,游戏
1,307569751,NYT Games: Wordle & Crossword,The New York Times Company,https://apps.apple.com/us/app/nyt-games-wordle-crossword/id307569751?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/6f/c6/d8/6fc6d80b-80f1-e130-f877-ddf0de04652a/Release-0-0-1x_U007epad-0-1-0-sRGB-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
2,6748950306,Solitaire Associations Journey,Hitapps Games LTD,https://apps.apple.com/us/app/solitaire-associations-journey/id6748950306?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/40/a7/d8/40a7d82f-e64f-e659-2616-19712300466a/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
3,1207472156,Wordscapes - Word Game,"PeopleFun, Inc.",https://apps.apple.com/us/app/wordscapes-word-game/id1207472156?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/5d/1c/d5/5d1cd573-f1be-43ba-270a-6c0cca56074d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
4,6754839783,Bubble Word Jam,Lion Studios Plus,https://apps.apple.com/us/app/bubble-word-jam/id6754839783?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/cf/a2/de/cfa2de64-164c-e3cf-1e2f-f2182d085439/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
5,1196764367,Words With Friends Word Game,Zynga Inc.,https://apps.apple.com/us/app/words-with-friends-word-game/id1196764367?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/67/97/e5/6797e52d-a56a-75c6-1c06-ebaaba72e5cb/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
6,1660171117,Zen Word® - Relax Puzzle Game,Oakever Games,https://apps.apple.com/us/app/zen-word-relax-puzzle-game/id1660171117?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/ed/51/84/ed51840c-7bfd-d698-9743-10b3fa693da3/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
7,6759077038,Profile Perfect,Lion Studios Plus,https://apps.apple.com/us/app/profile-perfect/id6759077038?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/9d/7a/c9/9d7ac98c-2b27-aa66-3621-6bc76e1574fe/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
8,1453837845,Charades - Family & Party Game,Dmytro Cheverda,https://apps.apple.com/us/app/charades-family-party-game/id1453837845?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/63/9e/69/639e6952-1342-2d2d-da79-5375571e2e46/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
9,6473058122,ForeHeads: Charades Guess Game,smak apps,https://apps.apple.com/us/app/foreheads-charades-guess-game/id6473058122?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/78/cd/b2/78cdb2ee-390f-ce9c-9300-d18bce6a7873/AppIcon-0-0-1x_U007epad-0-1-0-sRGB-85-220.jpeg/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
10,6499306754,Code Busters: Word Puzzle Game,Smartronic,https://apps.apple.com/us/app/code-busters-word-puzzle-game/id6499306754?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/8c/18/0f/8c180f7d-9367-14c2-dfb5-6b3c7fd4d474/AppIcon-0-0-1x_U007emarketing-0-11-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
11,6749012623,Imposter Game: Spy? — Fakeit,smak apps,https://apps.apple.com/us/app/imposter-game-spy-fakeit/id6749012623?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/69/5c/3a/695c3aa2-51a1-0969-4640-d29028de2bae/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
12,623592465,Heads Up!,Warner Bros.,https://apps.apple.com/us/app/heads-up/id623592465?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/a3/27/33/a32733ef-8c13-9c09-4a43-085476244d57/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
13,1153883316,Word Cookies!®,"BitMango, Inc.",https://apps.apple.com/us/app/word-cookies/id1153883316?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/7d/5b/4c/7d5b4c24-8d31-6caf-b9a3-d0299912c4ae/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
14,1215933788,Scrabble® GO – Fun with Words!,"Scopely, Inc.",https://apps.apple.com/us/app/scrabble-go-fun-with-words/id1215933788?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/dd/c7/bb/ddc7bbe4-9cf7-e22a-3936-376603918534/AppIcon-0-0-1x_U007emarketing-0-5-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
15,1424246763,Headbands: Charades Party Game,David Kadlcek,https://apps.apple.com/us/app/headbands-charades-party-game/id1424246763?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/e1/68/d5/e168d5b9-1dfa-79e3-ef5c-96132d6c6525/AppIcon-0-0-1x_U007epad-0-1-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
16,321916506,Classic Words With Friends,Zynga Inc.,https://apps.apple.com/us/app/classic-words-with-friends/id321916506?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/f5/cb/61/f5cb61c3-45e8-54d3-4578-a638662d9484/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
17,1197354394,Daily Themed Crossword Puzzles,PlaySimple Games Pte Ltd,https://apps.apple.com/us/app/daily-themed-crossword-puzzles/id1197354394?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/6c/32/36/6c323650-f58b-4bd5-2514-3b1e8bcb5d9f/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
18,1226926872,Word Connect ¤,ZenLife Games Pte. Ltd.,https://apps.apple.com/us/app/word-connect-%C2%A4/id1226926872?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/55/07/42/5507420d-ef1f-56ca-517c-1e678fbb3270/AppIcon-1x_U007emarketing-0-14-0-85-220-0.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
19,1299956969,Word Collect : Word Search,Super Lucky Games LLC,https://apps.apple.com/us/app/word-collect-word-search/id1299956969?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/b4/81/b9/b481b976-18ee-342b-c992-4546139073c6/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
20,1095569891,Wordle!,Lion Studios Plus,https://apps.apple.com/us/app/wordle/id1095569891?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/86/2f/54/862f541c-b0bf-5d10-d748-8c430f38930c/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
21,1214223596,Word Trip - Word Puzzles Games,PlaySimple Games Pte Ltd,https://apps.apple.com/us/app/word-trip-word-puzzles-games/id1214223596?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/83/da/ba/83dabab0-5586-a222-7923-a9ad2c10c20a/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
22,6755815731,Word Screw - 3D Unscrew Bolts,Astrasen Global,https://apps.apple.com/us/app/word-screw-3d-unscrew-bolts/id6755815731?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/dd/cf/e2/ddcfe2e2-2d90-a005-ab05-c4e2295b7e88/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
23,1273162445,Word Crossy - A Crossword game,REIN TECHNOLOGY LIMITED,https://apps.apple.com/us/app/word-crossy-a-crossword-game/id1273162445?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/72/9f/79/729f79c7-b183-5426-ab52-b30d6891765c/AppIcon-1x_U007emarketing-0-8-0-85-220-0.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
24,1096884447,Jeopardy! Trivia TV Game Show,Uken Inc.,https://apps.apple.com/us/app/jeopardy-trivia-tv-game-show/id1096884447?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/80/b3/e3/80b3e325-0281-9c7e-31cb-8aac625416db/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
25,6692629257,Connect Word Association Game,Hitapps Games LTD,https://apps.apple.com/us/app/connect-word-association-game/id6692629257?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/28/d5/f4/28d5f425-8daa-3408-1792-c75b050774cb/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
26,1269540854,Crossword Jam: Fun Word Search,PlaySimple Games Pte Ltd,https://apps.apple.com/us/app/crossword-jam-fun-word-search/id1269540854?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/a9/a1/b6/a9a1b64a-953a-4c64-9cba-b8920f63e54d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
27,6532601126,That’s My Seat – Logic Puzzle,ROOFTOP GAMES OYUN TEKNOLOJILERI ANONIM SIRKETI,https://apps.apple.com/us/app/thats-my-seat-logic-puzzle/id6532601126?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/4f/88/fd/4f88fd1f-bcba-2ac7-7ef8-ebaf53eca4c5/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
28,6739069151,Crossword Go!,PlaySimple Games Pte Ltd,https://apps.apple.com/us/app/crossword-go/id6739069151?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/4b/d4/12/4bd4122f-a4b6-cfcc-15b0-293127666f3f/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
29,6745120053,Imposter Game - Party Edition,Sven Vucak,https://apps.apple.com/us/app/imposter-game-party-edition/id6745120053?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/10/69/e0/1069e0bd-1564-9f77-7ea4-a8072e6e90ff/AppIcon-0-0-1x_U007emarketing-0-11-0-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
30,1197041040,Boggle With Friends: Word Game,Zynga Inc.,https://apps.apple.com/us/app/boggle-with-friends-word-game/id1197041040?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/bc/ad/b1/bcadb10f-d864-f64d-1bf2-2319d1697962/AppIcon-0-0-1x_U007emarketing-0-8-0-sRGB-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
31,1665707773,WonderNovel-Story Lovers' Home,佳宇 李,https://apps.apple.com/us/app/wondernovel-story-lovers-home/id1665707773?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/1b/c3/60/1bc360af-97a5-7421-0153-ff40d9bc0aea/AppIcon-0-0-1x_U007ephone-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
32,6745003362,Word Oasis: Calm Puzzle Game,Oasis Games LTD,https://apps.apple.com/us/app/word-oasis-calm-puzzle-game/id6745003362?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/ff/68/60/ff6860f6-3437-686b-a11f-8872b9ae75c6/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
33,898040123,Wheel of Fortune Official Game,"Scopely, Inc.",https://apps.apple.com/us/app/wheel-of-fortune-official-game/id898040123?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/7b/db/e0/7bdbe0df-5fe2-6a50-7a70-d1dd459d1376/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
34,6452119853,Wordscapes Solitaire Word Game,"PeopleFun, Inc.",https://apps.apple.com/us/app/wordscapes-solitaire-word-game/id6452119853?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/6a/96/91/6a969185-3ccd-8991-903d-f5302a66cbd5/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
35,1446728841,Word Crush® - Fun Puzzle Game,YEW TECHNOLOGY LIMITED,https://apps.apple.com/us/app/word-crush-fun-puzzle-game/id1446728841?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/62/f3/57/62f35725-cc17-116b-3217-6707a1a71351/AppIcon-1x_U007epad-0-11-0-0-85-220-0.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
36,1308181322,Puzzle Page - Daily Games!,AppyNation Ltd.,https://apps.apple.com/us/app/puzzle-page-daily-games/id1308181322?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/90/84/a2/9084a238-2e76-eb0e-73e1-9b7ac23a346b/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
37,6737275844,Word Tiles GO,Gulliver's Games,https://apps.apple.com/us/app/word-tiles-go/id6737275844?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/f4/3b/c6/f43bc65a-1f02-fb14-2786-03fbc1e4ca4d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
38,1482382774,Wordzee! - Puzzle Word Game,MAG Interactive,https://apps.apple.com/us/app/wordzee-puzzle-word-game/id1482382774?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/54/7e/38/547e3803-c67e-afde-f9c1-ae0986fc4d61/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
39,975035622,Vegas Downtown Slots & Words,Playtika LTD,https://apps.apple.com/us/app/vegas-downtown-slots-words/id975035622?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/e0/97/bb/e097bbd3-08a6-3c8b-d809-0f89119c0c70/AppIcons-0-0-1x_U007emarketing-0-5-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
40,6747810901,Word Connect Association,PlaySimple Games Pte Ltd,https://apps.apple.com/us/app/word-connect-association/id6747810901?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/e1/ad/1c/e1ad1cc7-ea73-e3f2-bda8-43b0f9c1b76f/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
41,6755186586,Worditaire: Word Solitaire,SPEEDGO,https://apps.apple.com/us/app/worditaire-word-solitaire/id6755186586?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/d3/51/31/d35131f3-cb66-0ba7-8959-53aee07dcd2e/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
42,1563215345,Word Roll - Fun Word Game,PlaySimple Games Pte Ltd,https://apps.apple.com/us/app/word-roll-fun-word-game/id1563215345?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/bc/3e/ee/bc3eee78-de1d-3014-b3e6-433f5814139f/AppIcon-1x_U007emarketing-0-8-0-85-220-0.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
43,1217017696,Truth Or Drink Dirty Questions,Boris Mikic,https://apps.apple.com/us/app/truth-or-drink-dirty-questions/id1217017696?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/a1/ec/fc/a1ecfc17-c9f0-9f62-4c7b-e49fedcd663a/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
44,1369521645,Words of Wonders: Crossword,FUGO BILISIM TEKNOLOJILERI VE YAZILIM TICARET ANONIM SIRKETI,https://apps.apple.com/us/app/words-of-wonders-crossword/id1369521645?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/c6/2d/aa/c62daa46-5af1-a339-9580-f239755bf983/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
45,6742755086,Cryptogram: Logic Puzzle Game,Tripledot Studios,https://apps.apple.com/us/app/cryptogram-logic-puzzle-game/id6742755086?uo=2,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/1e/5e/28/1e5e2873-ec91-e7e1-eb9d-e189488a2a47/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,2026-06-30,us,topgrossing,7019,文字
